Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Reddy, K.S.T., Manohar, H.S., Mungara, S.R., Anand, S.A.","57224011226;57194325453;57216619701;58351263900;","Studies on mechanical properties of graphite reinforced AA7475 metal matrix composites",2020,"Materials Today: Proceedings","45",,,"307","310",,4,"10.1016/j.matpr.2020.10.654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106698254&doi=10.1016%2fj.matpr.2020.10.654&partnerID=40&md5=6992cedb464c87a020d9ecc929cc9899",Conference Paper,"Final","",Scopus,2-s2.0-85106698254
"Mungara, S.R., Manohar, H.S., Dubey, S., Reddy, S.T.","57216619701;57194325453;57211937140;57216620271;","Investigating the effect of heat treatment on B4C reinforced aluminum metal matrix composites",2020,"Materials Today: Proceedings","45",,,"100","104",,1,"10.1016/j.matpr.2020.10.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106685667&doi=10.1016%2fj.matpr.2020.10.100&partnerID=40&md5=74fa899fd2dc3773f8c86599ba2c063f",Conference Paper,"Final","",Scopus,2-s2.0-85106685667
"Vishwanatha, A.D., Panda, B., Shivanna, D.M.","57211943016;36772454800;55982935200;","Effect of a T6 aging treatment on the corrosion behaviour of in-situ AlxNiyreinforced AA6061 composite",2020,"Materials Today: Proceedings","44",,,"4112","4117",,12,"10.1016/j.matpr.2020.10.455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105744379&doi=10.1016%2fj.matpr.2020.10.455&partnerID=40&md5=ab6f8de619102c7e27b6772907d36bc8",Conference Paper,"Final","",Scopus,2-s2.0-85105744379
"Parthasarathy, G., Soumya, T.R., Ramesh, P., Ramanathan, L.","56349836000;55811887400;56583750500;55808530000;","Doctor on net with effective medicine dispatcher in medical analysis",2020,"Advances in Parallel Computing","37",,,"64","71",,2,"10.3233/APC200120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103835467&doi=10.3233%2fAPC200120&partnerID=40&md5=af5a92af3661c1ff7c30a49ec2a20563",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85103835467
"Chidhananda, R.S., Kulkarni, A.","57222361075;57465917800;","Application of automation strategies to prevent failure in mechatronic water plant system",2020,"Materials Today: Proceedings","37","Part 2",,"1480","1485",,2,"10.1016/j.matpr.2020.07.105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102469700&doi=10.1016%2fj.matpr.2020.07.105&partnerID=40&md5=fdaa078a8c7112cd48641a9b757b139b",Conference Paper,"Final","",Scopus,2-s2.0-85102469700
"Chandrappa, M., Swathi, K., Kumar, S.G., Pullela, P.K.","57192390036;58823528300;24824344300;6506357788;","Nanomaterial assisted bulk scale synthesis of 2-methyl-6-nitroquinoline",2020,"Materials Today: Proceedings","37","Part 2",,"1469","1474",,1,"10.1016/j.matpr.2020.07.103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102466604&doi=10.1016%2fj.matpr.2020.07.103&partnerID=40&md5=c83e5a2ff79ecc4d3d62daccffae6794",Conference Paper,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85102466604
"Mungara, S.R., Manohar, H.S., Trishul, M.A.","57216619701;57194325453;56648107500;","Study of mechanical characteristics of stir cast AA7050-B4C metal matrix ceramic composites",2020,"Materials Today: Proceedings","37","Part 2",,"1463","1468",,6,"10.1016/j.matpr.2020.07.102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101850048&doi=10.1016%2fj.matpr.2020.07.102&partnerID=40&md5=38d9df1328ed7e9b0f9da19e146f9145",Conference Paper,"Final","",Scopus,2-s2.0-85101850048
"Nawandhar, A., Kumar, N., Yamujala, L.","56943384800;56461554800;56943389300;","Random Subspace Combined LDA Based Machine Learning Model for OSCC Classifier",2020,"Communications in Computer and Information Science","1290",,,"26","40",,,"10.1007/978-981-33-6463-9_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101406231&doi=10.1007%2f978-981-33-6463-9_3&partnerID=40&md5=03ae9eb94d3b9eb89f728f470cd31f49",Conference Paper,"Final","",Scopus,2-s2.0-85101406231
"Singh, B., Kavitha, P., Regin, R., Praghash, K., Sujatha, S., Rajest, S.S.","56281177500;57211318773;57208682999;57200398463;57221440857;57204111477;","Optimized Node Clustering based on Received Signal Strength with Particle Ordered-filter Routing Used in VANET",2020,"Webology","17","2",,"262","277",,15,"10.14704/WEB/V17I2/WEB17029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099168320&doi=10.14704%2fWEB%2fV17I2%2fWEB17029&partnerID=40&md5=b9a99ea938a855b7f247032ae828d4a5",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85099168320
"Parthasarathy, G., Soumya, T.R., Ramanathan, L., Ramesh, P.","56349836000;55811887400;55808530000;56583750500;","Improvised approach for real time patient health monitoring system using IoT",2020,"Advances in Parallel Computing","37",,,"78","83",,3,"10.3233/APC200122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099106462&doi=10.3233%2fAPC200122&partnerID=40&md5=d12b0a9ad300f18ceb4208d8635feffa",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85099106462
"Datta, A., Karmakar, S., Saha, A.","57204594447;57548959900;56128041000;","Manifestation of an ultra-high sensitive fiber optic microbend sensor realized by shining a Bessel-Gauss beam",2020,"Proceedings of SPIE - The International Society for Optical Engineering","11525",,"115250F","","",,6,"10.1117/12.2579727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097201297&doi=10.1117%2f12.2579727&partnerID=40&md5=7ded263d3affba0219b3c915b254a946",Conference Paper,"Final","",Scopus,2-s2.0-85097201297
"Karthik, M., Usha, S., Venkateswaran, K., Panchal, H., Suresh, M., Priya, V., Hinduja, K.K.","57206133521;57213296317;55811774200;55573559000;57222325367;57213186227;57220107725;","Evaluation of electromagnetic intrusion in brushless DC motor drive for electric vehicle applications with manifestation of mitigating the electromagnetic interference",2020,"International Journal of Ambient Energy",,,,"","",,21,"10.1080/01430750.2020.1839546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096919276&doi=10.1080%2f01430750.2020.1839546&partnerID=40&md5=ee99bf57481087cbd59c753232ad3e4d",Article,"Article in Press","",Scopus,2-s2.0-85096919276
"Prathap, D.","55311697100;","On edge bimagic labeling of bistar graphs",2020,"Advances in Mathematics: Scientific Journal","9","11",,"9247","9257",,,"10.37418/amsj.9.11.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096559546&doi=10.37418%2famsj.9.11.30&partnerID=40&md5=bf816f2a7b43c552f1db8d22bc3c6d3d",Article,"Final","",Scopus,2-s2.0-85096559546
"Sreelakshmi, G., Asha, M.N., Viswanath, D., Yogesh kumar, Y.N., Vinodini, S.","57202891699;55940080000;57200614615;57219182659;58565482600;","Image-based measurements to estimate bearing capacity of hollow driven piles under impact loading",2020,"Lecture Notes in Civil Engineering","84",,,"285","297",,2,"10.1007/978-981-15-6090-3_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091584997&doi=10.1007%2f978-981-15-6090-3_19&partnerID=40&md5=f8031aaffedfe96daaba2de9802c5b24",Conference Paper,"Final","",Scopus,2-s2.0-85091584997
"Kingsy Grace, R., Geetha Devasena, M.S., Manju, S.","55930281600;55217797900;57192684161;","Joy of gpu computing: A performance comparison of aes and rsa in gpu and cpu",2020,"Lecture Notes in Electrical Engineering","672",,,"425","434",,,"10.1007/978-981-15-5558-9_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091308085&doi=10.1007%2f978-981-15-5558-9_39&partnerID=40&md5=dcaa8a158a155cec671621fcd84c712a",Conference Paper,"Final","",Scopus,2-s2.0-85091308085
"Mohamed Iqbal, M., Ahmed, K., Fathima, N.","56396946400;57202984930;57202990602;","Overview and recent scenario of biomass gasifier plants in tamilnadu—a field survey",2020,"Lecture Notes in Electrical Engineering","672",,,"1303","1316",,1,"10.1007/978-981-15-5558-9_109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091303807&doi=10.1007%2f978-981-15-5558-9_109&partnerID=40&md5=87264dfed081f4374352c2290163ac56",Conference Paper,"Final","",Scopus,2-s2.0-85091303807
"Vinothini, C., Balasubramanie, P., Vakula Rani, J.","57192220871;16444095300;57211290050;","Bio-inspired algorithms in load balancing for cloud computing-a survey",2020,"Journal of Advanced Research in Dynamical and Control Systems","12","7",,"837","842",,,"10.5373/JARDCS/V12I7/20202068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091124946&doi=10.5373%2fJARDCS%2fV12I7%2f20202068&partnerID=40&md5=17c52b4deaf2fa0ee103ae2f6d74f3a4",Article,"Final","",Scopus,2-s2.0-85091124946
"Kartheek, G.C.R., Rao, A.D.","57218896661;57218893464;","Automatic detection and initiation for multiple human tracking using particle filter",2020,"Journal of Advanced Research in Dynamical and Control Systems","12","7 Special Issue",,"2607","2612",,1,"10.5373/JARDCS/V12SP7/20202396","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090646038&doi=10.5373%2fJARDCS%2fV12SP7%2f20202396&partnerID=40&md5=3fd6b32fe657b4f9a3d277ed5f16bb70",Article,"Final","",Scopus,2-s2.0-85090646038
"Akanksha, E.","57203930299;","HNM: Hexagonal Network Model for Comprehensive Smart City Management in Internet-of-Things",2020,"Advances in Intelligent Systems and Computing","1224 AISC",,,"542","553",,2,"10.1007/978-3-030-51965-0_48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089714761&doi=10.1007%2f978-3-030-51965-0_48&partnerID=40&md5=51cc4cf596ed04c68ce48891d0a2e8bf",Conference Paper,"Final","",Scopus,2-s2.0-85089714761
"Singh, K.N., Jain, A., Dutta, P.K.","57210555448;56404950700;55609305200;","Analysis of split gate dielectric and charge modulated son fet as biosensor",2020,"Lecture Notes in Electrical Engineering","662",,,"215","221",,,"10.1007/978-981-15-4932-8_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089315149&doi=10.1007%2f978-981-15-4932-8_24&partnerID=40&md5=78861cdeed62a1f34b6a75d1c4381a27",Conference Paper,"Final","",Scopus,2-s2.0-85089315149
"Nithya, B., Ilango, V.","57219484629;6506294106;","Optimized machine learning based classifications of staging in gynecological cancers using feature subset through fused feature selection process",2020,"International Journal of Advanced Computer Science and Applications","11","7",,"154","161",,3,"10.14569/IJACSA.2020.0110721","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089005226&doi=10.14569%2fIJACSA.2020.0110721&partnerID=40&md5=827b2943a7b13c4ff885bc3a762ac2fe",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85089005226
"Peshwa, M.S., Mihir Mohan, M., Shanthi, M.B.","57218323180;57218316495;57196787493;","Personalized monitoring of air pollution and alert generation using an android application",2020,"Journal of Advanced Research in Dynamical and Control Systems","12","7 Special Issue",,"1518","1524",,,"10.5373/JARDCS/V12SP7/20202254","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088800862&doi=10.5373%2fJARDCS%2fV12SP7%2f20202254&partnerID=40&md5=5868da2d0fe95eb7b90d74b6ee6c3713",Article,"Final","",Scopus,2-s2.0-85088800862
"Narendra, N., Krishnamurthy, N., Arunkumar, T., Murali, M.S.","57217257313;57195359354;56593341700;57217681468;","Experimental investigation on the influence of biogas in diesel engine powered with silkworm larval litter and cashew nut fruit",2020,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",,,,"","",,,"10.1080/15567036.2020.1784319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087477690&doi=10.1080%2f15567036.2020.1784319&partnerID=40&md5=23aefedff35262435e35b709283d8a2b",Article,"Article in Press","",Scopus,2-s2.0-85087477690
"Wagh, R.S., Anand, D.","57202498808;36469804900;","Legal document similarity: A multicriteria decision-making perspective",2020,"PeerJ Computer Science","2020","3","262","1","20",,9,"10.7717/peerj-cs.262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086520178&doi=10.7717%2fpeerj-cs.262&partnerID=40&md5=5defb727764bbabdb1c4a7c6115cc75e",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086520178
"Nithya, B., Ilango, V.","57219484629;6506294106;","An Optimized Data Classifier Model Based Diagnosis and Recurrence Predictions of Gynecological Cancer for Clinical Decision Support System",2020,"Lecture Notes on Data Engineering and Communications Technologies","31",,,"661","669",,4,"10.1007/978-3-030-24643-3_79","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083642371&doi=10.1007%2f978-3-030-24643-3_79&partnerID=40&md5=9ebb343561b2a5bd7c7ccbfa192d4e05",Book Chapter,"Final","",Scopus,2-s2.0-85083642371
"Routray, S.K., Javali, A., Sharma, L., Ghosh, A.D., Ninikrishna, T.","55807554600;57193141491;57191241882;57211137667;57189041838;","Advanced Features and Specifications of 5G Access Network",2020,"Lecture Notes on Data Engineering and Communications Technologies","38",,,"338","347",,1,"10.1007/978-3-030-34080-3_38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083462017&doi=10.1007%2f978-3-030-34080-3_38&partnerID=40&md5=067e44c4aec350315d4a77cf3c962bb3",Book Chapter,"Final","",Scopus,2-s2.0-85083462017
"Balachandar, S., Chinnaiyan, R.","57216361842;35309537200;","Internet of Things Based Reliable Real-Time Disease Monitoring of Poultry Farming Imagery Analytics",2020,"Lecture Notes on Data Engineering and Communications Technologies","31",,,"615","620",,7,"10.1007/978-3-030-24643-3_73","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083333677&doi=10.1007%2f978-3-030-24643-3_73&partnerID=40&md5=3412c2dc408c1ca5461a11f85c76ca15",Book Chapter,"Final","",Scopus,2-s2.0-85083333677
"Sabarmathi, G., Chinnaiyan, R.","57202238429;35309537200;","Envisagation and Analysis of Mosquito Borne Fevers: A Health Monitoring System by Envisagative Computing Using Big Data Analytics",2020,"Lecture Notes on Data Engineering and Communications Technologies","31",,,"630","636",,6,"10.1007/978-3-030-24643-3_75","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083330462&doi=10.1007%2f978-3-030-24643-3_75&partnerID=40&md5=d96268824d1a16eebd800899473bad36",Book Chapter,"Final","",Scopus,2-s2.0-85083330462
"Shreyas, P., Panda, B., Kumar, R.","56242829300;36772454800;58018886400;","Mechanical properties and microstructure of 316L-galvanized steel weld",2020,"Materials Today: Proceedings","23",,,"600","607",,10,"10.1016/j.matpr.2019.05.418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082873051&doi=10.1016%2fj.matpr.2019.05.418&partnerID=40&md5=f85d5dd8a8c07a13813ec49852c707e9",Conference Paper,"Final","",Scopus,2-s2.0-85082873051
"Sanmathi, G.S., Vedavathi, P., Doddamani, V.H., Raveesha, K.H.","57216224991;56297886800;54941153100;57207767199;","Displacement currents-class room demonstration",2020,"Physics Education","55","3","033009","","",,,"10.1088/1361-6552/ab7958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082853326&doi=10.1088%2f1361-6552%2fab7958&partnerID=40&md5=f5420553e53c0995586b7f2e7e734fa2",Article,"Final","",Scopus,2-s2.0-85082853326
"Raj, R.J.S., Shobana, S.J., Pustokhina, I.V., Pustokhin, D.A., Gupta, D., Shankar, K.","55616367400;57364963300;57213191589;57216204469;56985108600;56884031900;","Optimal feature selection-based medical image classification using deep learning model in internet of medical things",2020,"IEEE Access","8",,"9039644","58006","58017",,153,"10.1109/ACCESS.2020.2981337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082824583&doi=10.1109%2fACCESS.2020.2981337&partnerID=40&md5=c065bb81c47c47a6473a3d6d24913ca0",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082824583
"Mohamed Iqbal, M., Kiran, P.C., Kumar, J.R., Shree, K.K., Bhuvan, D.V., Shakthivel, R.","56396946400;57192097302;57216114539;57215898198;57215897979;57219556492;","LabVIEW-Based Virtual Laboratories for Electrical Engineering Education with Real-Time Implementation",2020,"Advances in Intelligent Systems and Computing","1118",,,"531","541",,1,"10.1007/978-981-15-2475-2_49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082304103&doi=10.1007%2f978-981-15-2475-2_49&partnerID=40&md5=1bc11e07627e451a38a22f914fa84c3c",Conference Paper,"Final","",Scopus,2-s2.0-85082304103
"Srikanth, L., Srikanth, I.","57215872513;57215871710;","A Case Study on Kernel Density Estimation and Hotspot Analysis Methods in Traffic Safety Management",2020,"2020 International Conference on COMmunication Systems and NETworkS, COMSNETS 2020",,,"9027448","99","104",,12,"10.1109/COMSNETS48256.2020.9027448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082165711&doi=10.1109%2fCOMSNETS48256.2020.9027448&partnerID=40&md5=d2c8396842dfa2a27717f40cee39b3a6",Conference Paper,"Final","",Scopus,2-s2.0-85082165711
"Bharath, L., Anila, D., Ajay, C.N., Shravani, B., Jain, A.","57215861778;57214119207;57215859832;57215858572;56404950700;","A Wide-Band, Low-Power Grounded Active Inductor with High Q Factor for RF Applications",2020,"Lecture Notes in Electrical Engineering","637",,,"541","548",,,"10.1007/978-981-15-2612-1_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082128986&doi=10.1007%2f978-981-15-2612-1_52&partnerID=40&md5=c283628dae151aec02cac9badc86c7b3",Conference Paper,"Final","",Scopus,2-s2.0-85082128986
"Manohar, H.S., Reddy Mungara, S., Anand, S.N., Sharan Teja Reddy, K.","57194325453;57215685668;57647325900;57215698241;","Development and study on corrosion properties of Al6061/Nanocarbon black reinforced aluminium metal matrix composites",2020,"Materials Today: Proceedings","20",,,"185","190",,9,"10.1016/j.matpr.2019.10.172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081694862&doi=10.1016%2fj.matpr.2019.10.172&partnerID=40&md5=049dbf2109f5720842491a2009e2239d",Conference Paper,"Final","",Scopus,2-s2.0-85081694862
"Viswanath, D., Asha, M.N.","57200614615;55940080000;","Experimental Investigations on Bio-Modified Soil",2020,"Geotechnical Special Publication","2020-February","GSP 315",,"641","648",,1,"10.1061/9780784482780.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081585781&doi=10.1061%2f9780784482780.063&partnerID=40&md5=ffb2054fa4842884177592dcaab781b5",Conference Paper,"Final","",Scopus,2-s2.0-85081585781
"Ramesh, P., Hari, M., Mohamed Iqbal, M., Chitra, K., Kodandapani, D.","56583750500;57203926153;56396946400;56141400000;57210732049;","Performance Analysis of ST-Type Module for Nearest Level Control Scheme Based Asymmetric 17-Level Multilevel Inverter Fed Single-Phase Induction Motor",2020,"Advances in Intelligent Systems and Computing","1034",,,"779","787",,1,"10.1007/978-981-15-1084-7_76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081384992&doi=10.1007%2f978-981-15-1084-7_76&partnerID=40&md5=fb63f6dac6dc89853621b5b19fa79b32",Conference Paper,"Final","",Scopus,2-s2.0-85081384992
"Vinay, B.K., Pushpa Mala, S., Deekshitha, S., Sunil, M.P.","57091532600;57188880358;57215597790;57053070200;","A Design of 12-Bit Low-Power Pipelined ADC Using TIQ Technique",2020,"Advances in Intelligent Systems and Computing","1034",,,"601","611",,,"10.1007/978-981-15-1084-7_58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081364248&doi=10.1007%2f978-981-15-1084-7_58&partnerID=40&md5=21b88aafa765db5bed87163120dc25b2",Conference Paper,"Final","",Scopus,2-s2.0-85081364248
"Hatti, P.S., Narasimha Murthy, K., Somanakatti, A.B.","57215561048;36159758800;57215560739;","Microstructure and Hardness Behaviour Study of Carbon Nanotube in Aluminium Nanocomposites",2020,"Smart Innovation, Systems and Technologies","169",,,"421","428",,3,"10.1007/978-981-15-1616-0_41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081168556&doi=10.1007%2f978-981-15-1616-0_41&partnerID=40&md5=e4b415f416e13c2fc477ddaaea725507",Conference Paper,"Final","",Scopus,2-s2.0-85081168556
"Chitra, K.","56141400000;","Modeling and Simulation of Trans Z-Source Inverter with Maximum Constant Boost PWM Control for Solar PV System",2020,"Smart Innovation, Systems and Technologies","169",,,"663","673",,6,"10.1007/978-981-15-1616-0_64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081156753&doi=10.1007%2f978-981-15-1616-0_64&partnerID=40&md5=ecd94424ff21a250286c3bd2fa1f3128",Conference Paper,"Final","",Scopus,2-s2.0-85081156753
"Koorapati, K., Rubini, P., Ramesh, P.K., Veeraswamy, S.","57189238308;57215190302;57216073534;57207928184;","Ontology based power profiling for internet of things deployed with software defined data center",2020,"Journal of Computational and Theoretical Nanoscience","17","1",,"479","487",,1,"10.1166/jctn.2020.8694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080074571&doi=10.1166%2fjctn.2020.8694&partnerID=40&md5=a0e899e13cdcfb736e10325f68a6028b",Article,"Final","",Scopus,2-s2.0-85080074571
"Harisha, C.S., Meenakshi, K.","57214897118;57220355692;","Graph theory approach to number theory theorems",2020,"Journal of Advanced Research in Dynamical and Control Systems","12","1 Special Issue",,"568","572",,,"10.5373/JARDCS/V12SP1/20201105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079436863&doi=10.5373%2fJARDCS%2fV12SP1%2f20201105&partnerID=40&md5=8faac65d76584c35b1ba38984ed33611",Article,"Final","",Scopus,2-s2.0-85079436863
"Tom, R.J., Sankaranarayanan, S., De Albuquerque, V.H.C., Rodrigues, J.J.P.C.","57195314982;35079304100;56962603300;25930566300;","Aggregator based RPL for an IoT-fog based power distribution system with 6LoWPAN",2020,"China Communications","17","1","8972893","104","117",,13,"10.23919/JCC.2020.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078906504&doi=10.23919%2fJCC.2020.01.008&partnerID=40&md5=75d3cfd05a019f9a27717b7371067ff2",Article,"Final","",Scopus,2-s2.0-85078906504
"Geetha, S., Deepalakshmi, P.","56720205400;35145820100;","Rapid retrieval of secured data from the sensor cloud using a relative record index and energy management of sensors",2020,"International Journal of Intelligent Enterprise","7","1-3",,"3","14",,1,"10.1504/IJIE.2020.104641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078828088&doi=10.1504%2fIJIE.2020.104641&partnerID=40&md5=ddcb869c758a341620c88efc5f60b120",Article,"Final","",Scopus,2-s2.0-85078828088
"Trilles, S., Granell, C., Degbelo, A., Bhattacharya, D.","55557104000;8833951100;36655652400;25521079100;","Interactive guidelines: Public communication of data-based research in cities",2020,"PLoS ONE","15","1","e0228008","","",,4,"10.1371/journal.pone.0228008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078757416&doi=10.1371%2fjournal.pone.0228008&partnerID=40&md5=a89218f0546c07b0fe07f78090b0e9c9",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85078757416
"Kamatchi Kannan, V., Ponmurugan, P., Chitra, K.","55251731500;57201638833;56141400000;","Design and development of hybrid two-wheeler",2020,"International Journal of Scientific and Technology Research","9","1",,"58","62",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078752224&partnerID=40&md5=ed19f5c0dc690abce1a4862825f5797a",Article,"Final","",Scopus,2-s2.0-85078752224
"Challa, M.","57214244625;","Optimized machine learning models for diagnosis and prediction of hypothyroidism and hyperthyroidism",2020,"Advances in Intelligent Systems and Computing","1108 AISC",,,"286","293",,1,"10.1007/978-3-030-37218-7_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078538471&doi=10.1007%2f978-3-030-37218-7_33&partnerID=40&md5=34c56390fcc511cb2f89e3274ffaa119",Conference Paper,"Final","",Scopus,2-s2.0-85078538471
"Gupta, J., Koppad, D.","57205947638;56372861300;","Artificial neural network hardware implementation: Recent trends and applications",2020,"Advances in Intelligent Systems and Computing","1108 AISC",,,"345","354",,1,"10.1007/978-3-030-37218-7_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078537674&doi=10.1007%2f978-3-030-37218-7_40&partnerID=40&md5=40b66bbb498a0820bccf8a1f8194f52d",Conference Paper,"Final","",Scopus,2-s2.0-85078537674
"Challa, M., Chinnaiyan, R.","57214244625;35309537200;","Optimized machine learning approach for the prediction of diabetes-mellitus",2020,"Advances in Intelligent Systems and Computing","1108 AISC",,,"321","328",,3,"10.1007/978-3-030-37218-7_37","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078521703&doi=10.1007%2f978-3-030-37218-7_37&partnerID=40&md5=516cbd4d2650914e9b2259c0abb2c947",Conference Paper,"Final","",Scopus,2-s2.0-85078521703
"Swarnamugi, M., Chinnaiyan, R.","57204620163;35309537200;","Context—aware smart reliable service model for intelligent transportation system based on ontology",2020,"Lecture Notes in Electrical Engineering","597",,,"23","30",,9,"10.1007/978-3-030-29407-6_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076636429&doi=10.1007%2f978-3-030-29407-6_3&partnerID=40&md5=df05de1dec025dc97a7bb5832c5394c9",Conference Paper,"Final","",Scopus,2-s2.0-85076636429
"Xiaoxiao, X., Bin, L., Ramkumar, S., Saravanan, S., Balaji, M.S.P., Dhanasekaran, S., Thimmiaraja, J.","57706216700;57212080762;58198164900;57352609400;58532003300;57192556901;56132056700;","Electroencephalogram based communication system for locked in state person using mentally spelled tasks with optimized network model",2020,"Artificial Intelligence in Medicine","102",,"101766","","",,9,"10.1016/j.artmed.2019.101766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075893178&doi=10.1016%2fj.artmed.2019.101766&partnerID=40&md5=e9b7108ba07086a7f4212926060ed93e",Article,"Final","",Scopus,2-s2.0-85075893178
"Shruthi, M.L.J., Harsha, B.K., Indumathi, G.","55489918600;55735072100;57225301324;","Implementation of Visible Foreground Abstraction Algorithm in MATLAB Using Raspberry Pi",2020,"Lecture Notes in Networks and Systems","98",,,"248","254",,,"10.1007/978-3-030-33846-6_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075058810&doi=10.1007%2f978-3-030-33846-6_28&partnerID=40&md5=7dd9930ad655e8e7b643af4103bd761b",Book Chapter,"Final","",Scopus,2-s2.0-85075058810
"Swathi, Y., Shanthi, M.B., Kumari, S., Batni, P.","57560967300;57196787493;57289926300;57211803870;","Security Enabled Smart Home Using Internet of Things",2020,"Lecture Notes in Networks and Systems","98",,,"808","814",,1,"10.1007/978-3-030-33846-6_88","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075037128&doi=10.1007%2f978-3-030-33846-6_88&partnerID=40&md5=856a286aad027f0f92b771935dc403f7",Book Chapter,"Final","",Scopus,2-s2.0-85075037128
"Sharma, L., Javali, A., Sarkar, S., Tengshe, R., Jha, M.K., Routray, S.K.","57191241882;57193141491;57193695016;57202229839;56943012600;55807554600;","Optical wireless hybrid networks for 5G",2020,"Lecture Notes in Electrical Engineering","546",,,"65","71",,1,"10.1007/978-981-13-6159-3_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064817271&doi=10.1007%2f978-981-13-6159-3_8&partnerID=40&md5=ebe069e4e4d4bf782f3476222a658e08",Conference Paper,"Final","",Scopus,2-s2.0-85064817271
"Wagh, R.S., Anand, D.","57202498808;36469804900;","A novel approach of augmenting training data for legal text segmentation by leveraging domain knowledge",2020,"Advances in Intelligent Systems and Computing","910",,,"53","63",,6,"10.1007/978-981-13-6095-4_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062556541&doi=10.1007%2f978-981-13-6095-4_4&partnerID=40&md5=c33fc09c12666296a7fa128b24c4e654",Conference Paper,"Final","",Scopus,2-s2.0-85062556541
